"REF_DATE","GEO","DGUID","Vehicle type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4166515","","","","0"
"2009-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4036810","","","","0"
"2009-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3437215","","","","0"
"2009-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3805490","","","","0"
"2010-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","2834682","","","","0"
"2010-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3307185","","","","0"
"2010-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4817510","","","","0"
"2010-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4974619","","","","0"
"2010-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4990170","","","","0"
"2010-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5090394","","","","0"
"2010-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4853046","","","","0"
"2010-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4521798","","","","0"
"2010-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4549860","","","","0"
"2010-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4216887","","","","0"
"2010-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4054432","","","","0"
"2010-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4105026","","","","0"
"2011-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","2965868","","","","0"
"2011-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3359312","","","","0"
"2011-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5159286","","","","0"
"2011-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5325409","","","","0"
"2011-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5051223","","","","0"
"2011-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5541638","","","","0"
"2011-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4693564","","","","0"
"2011-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4780998","","","","0"
"2011-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4669021","","","","0"
"2011-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4437146","","","","0"
"2011-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4167963","","","","0"
"2011-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3974503","","","","0"
"2012-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3348298","","","","0"
"2012-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3679112","","","","0"
"2012-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5396923","","","","0"
"2012-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5271661","","","","0"
"2012-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5909814","","","","0"
"2012-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5693440","","","","0"
"2012-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4972339","","","","0"
"2012-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5008633","","","","0"
"2012-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4828816","","","","0"
"2012-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4638168","","","","0"
"2012-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4331407","","","","0"
"2012-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3866028","","","","0"
"2013-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3417225","","","","0"
"2013-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3642985","","","","0"
"2013-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5446411","","","","0"
"2013-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5991964","","","","0"
"2013-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6354237","","","","0"
"2013-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5905953","","","","0"
"2013-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5439723","","","","0"
"2013-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5419180","","","","0"
"2013-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5212522","","","","0"
"2013-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5175550","","","","0"
"2013-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4718693","","","","0"
"2013-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4166792","","","","0"
"2014-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3461575","","","","0"
"2014-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3779018","","","","0"
"2014-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5682849","","","","0"
"2014-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6278892","","","","0"
"2014-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6884962","","","","0"
"2014-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6266851","","","","0"
"2014-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6277118","","","","0"
"2014-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6021329","","","","0"
"2014-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6094943","","","","0"
"2014-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5681354","","","","0"
"2014-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5074899","","","","0"
"2014-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5009469","","","","0"
"2015-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","3729812","","","","0"
"2015-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","4118142","","","","0"
"2015-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","5967542","","","","0"
"2015-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6910768","","","","0"
"2015-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","7189418","","","","0"
"2015-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6667610","","","","0"
"2015-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6512342","","","","0"
"2015-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Dollars","Unadjusted","Dollars","81","thousands","3","v42169913","1.1.1.2.1","6409757","","","","0"
